WO,FASE,ARTICOLO,Data_Ora_Fine,Descrizione Macchina,Tempo_Teorico_TOT_ORE,Tempo_Predetto_ORE,Tempo Lavoraz. ORE,Indice_Inefficienza,Indice_Inefficienza_Predetto,Classe_Anomaly_Oriented,Classe_Anomaly_Oriented_Big_Data,Classe_Soglie_Custom,OEE_Reale,OEE_Predetto
25012185,22044,1204120241.0,2025-09-04 09:19:03,43: KOEPFER 160/2,2.6075,3.9488232,3.95,1.5148609779482265,1.4162978088502869,ANOMALIA,ANOMALIA,ANOMALIA,0.4692638965327462,0.4597177
25003661,22044,1204120261.0,2025-09-04 16:45:26,43: KOEPFER 160/2,4.644,5.4103737,5.41,1.164944013781223,1.2139698027098238,NORMALE,ATTENZIONE,NORMALE,0.7496118299445472,0.73379105
25014634,14019,1089980611.0,2025-09-05 13:23:33,43: KOEPFER 160/2,0.6133333333333334,1.2797655,1.28,2.0869565217391304,1.9616420313559908,ANOMALIA,ANOMALIA,ANOMALIA,0.2944110576923077,0.29762748
24016491,16017,1205044131.0,2025-09-05 15:52:09,43: KOEPFER 160/2,0.6113333333333333,0.80134606,0.8,1.3086150490730646,1.2782790187004294,NORMALE,ATTENZIONE,ANOMALIA,0.6041047297297296,0.5946333
25016448,14019,1204120101.0,2025-09-08 09:49:49,43: KOEPFER 160/2,0.995,1.4006754,1.4,1.4070351758793969,1.4342470928478115,ANOMALIA,ATTENZIONE,ANOMALIA,0.5501008878127523,0.5532392
25016674,16019,1202608091.0,2025-09-08 11:34:37,43: KOEPFER 160/2,1.4076666666666666,1.5106283,1.51,1.0726971347383376,1.1005257516261266,NORMALE,NORMALE,NORMALE,0.842735540838852,0.83322674
25014485,18019,1202600171.0,2025-09-08 15:58:23,43: KOEPFER 160/2,4.287333333333334,4.0007524,4.0,0.9329808738920852,0.9914367302840544,NORMALE,NORMALE,NORMALE,0.9530434782608697,0.94749504
25018146,14019,1204360121.0,2025-09-08 17:29:51,43: KOEPFER 160/2,1.0,0.99888426,1.0,1.0,1.1036743586800661,NORMALE,NORMALE,NORMALE,0.8833333333333334,0.84793454
25007133,22044,1204000111.0,2025-09-10 11:22:37,43: KOEPFER 160/2,23.908,25.539476,25.54,1.0682616697339802,1.1298154720263576,NORMALE,NORMALE,NORMALE,0.8814856913049008,0.8973413
25012917,22044,1203072101.0,2025-09-10 23:47:58,43: KOEPFER 160/2,8.432,9.490226,9.49,1.1254743833017078,1.121495069882734,NORMALE,ATTENZIONE,NORMALE,0.798722123789694,0.8160312
23009497,16019,1202606101.0,2025-09-11 10:36:47,43: KOEPFER 160/2,1.146,1.4694408,1.47,1.282722513089005,1.3127588345570678,NORMALE,ATTENZIONE,ANOMALIA,0.635082130413141,0.6258047
25003830,24044,1204560116.0,2025-09-12 14:57:17,43: KOEPFER 160/2,13.534,15.949643,15.95,1.1785133737254323,1.2035243855849695,NORMALE,ATTENZIONE,NORMALE,0.7326635696390579,0.74123615
25004900,26044,1202610111.0,2025-09-15 13:18:19,43: KOEPFER 160/2,5.3213333333333335,5.1397986,5.14,0.9659233274868452,1.015123245208777,NORMALE,NORMALE,NORMALE,0.9222042139384116,0.9210779
25015734,16017,1205620131.0,2025-09-15 18:22:34,43: KOEPFER 160/2,1.4486666666666663,2.4102254,2.41,1.6635987114588129,1.6156480800289652,ANOMALIA,ATTENZIONE,ANOMALIA,0.43064346318201524,0.4410567
25013585,16017,1205560111.0,2025-09-16 07:46:02,43: KOEPFER 160/2,4.555166666666667,3.810268,3.81,0.8364128645128243,0.855141795038158,NORMALE,NORMALE,NORMALE,0.982646420824295,0.9836504
25002331,22044,1204360131.0,2025-09-16 18:34:14,43: KOEPFER 160/2,10.481666666666666,9.290282,9.29,0.8863094291620289,0.97924653024343,NORMALE,NORMALE,NORMALE,0.9463659408966212,0.94310635
25015895,16019,1202602101.0,2025-09-17 11:20:54,43: KOEPFER 160/2,1.971666666666667,2.319545,2.32,1.176669484361792,1.1556279683121626,NORMALE,ATTENZIONE,ANOMALIA,0.7558918636504843,0.7650199
23010235,16019,1202602211.0,2025-09-17 14:28:02,43: KOEPFER 160/2,2.5306666666666664,2.5091841,2.51,0.9918335089567968,1.0206103715353487,NORMALE,NORMALE,NORMALE,0.9570405727923629,0.9549027
25006189,28044,1202600101.0,2025-09-18 09:26:22,43: KOEPFER 160/2,6.660333333333333,7.95977,7.96,1.1951353786096792,1.2373754515999134,ANOMALIA,ATTENZIONE,ANOMALIA,0.7370966070663395,0.75130457
25019629,14019,1204000091.0,2025-09-18 14:38:23,43: KOEPFER 160/2,2.7435,2.6193748,2.62,0.9549845088390742,0.9580206010653085,NORMALE,NORMALE,NORMALE,0.9681818181818183,0.95923275
25018089,14019,1083003421.0,2025-09-18 21:37:21,43: KOEPFER 160/2,0.9736666666666668,1.9298313,1.93,1.982197877439233,1.8437639893275817,ANOMALIA,ANOMALIA,ANOMALIA,0.30183192359358163,0.3128422
25019997,14019,1089930581.0,2025-09-19 12:07:53,43: KOEPFER 160/2,2.56,2.3095345,2.31,0.90234375,1.0262880370918825,NORMALE,NORMALE,NORMALE,0.9195402298850575,0.913814
25016449,20044,1203002121.0,2025-09-22 13:39:05,43: KOEPFER 160/2,10.746666666666668,12.210434,12.21,1.136166253101737,1.147646341301885,NORMALE,ATTENZIONE,NORMALE,0.7868434394750184,0.80220926
20013417,14019,1205044501.0,2025-09-23 10:39:03,43: KOEPFER 160/2,1.7425,1.6899885,1.69,0.96987087517934,0.9770680168494654,NORMALE,ANOMALIA,NORMALE,0.9548611111111112,0.94814163
24001349,18017,1089911011.0,2025-09-23 15:01:43,43: KOEPFER 160/2,0.2493333333333333,0.20012757,0.2,0.8021390374331551,0.8514204343709291,NORMALE,ANOMALIA,NORMALE,1.0,1.0
25020131,22044,1089930411.0,2025-09-25 11:55:29,43: KOEPFER 160/2,1.6878333333333333,1.5200365,1.52,0.9005628517823641,0.879762226518693,NORMALE,NORMALE,NORMALE,0.9887218045112782,0.99442405
25017478,14019,1083003451.0,2025-10-02 11:48:33,43: KOEPFER 160/2,1.0325,0.9517184,0.95,0.920096852300242,0.9444557059394469,NORMALE,NORMALE,NORMALE,0.9243697478991596,0.92299217
25019656,16017,1205042111.0,2025-10-02 15:53:43,43: KOEPFER 160/2,0.8486666666666667,1.2109324,1.21,1.4257659073055773,1.532895051768199,ANOMALIA,ANOMALIA,ANOMALIA,0.4913604457518171,0.47682276
25024407,16019,1202606111.0,2025-10-02 18:10:47,43: KOEPFER 160/2,0.9473333333333332,1.4863414,1.49,1.5728360309641098,1.521315892661927,ANOMALIA,ATTENZIONE,ANOMALIA,0.46209783435964846,0.46315637
25022059,14019,1203021101.0,2025-10-02 21:28:32,43: KOEPFER 160/2,0.988,1.5393503,1.54,1.5587044534412955,1.6356747438401738,ANOMALIA,ANOMALIA,ANOMALIA,0.4741953698475438,0.4889463
25015742,14019,1200700211.0,2025-10-03 00:01:41,43: KOEPFER 160/2,1.0941666666666667,1.0095248,1.01,0.923076923076923,0.9108831132996859,NORMALE,ANOMALIA,NORMALE,0.9416058394160584,0.9365844
25015905,16019,1089930641.0,2025-10-07 13:09:17,43: KOEPFER 160/2,2.7195,2.6300967,2.63,0.96708953851811,0.9871089568193337,NORMALE,NORMALE,NORMALE,0.9065420560747665,0.8970426
25021856,22044,1089930611.0,2025-10-08 07:12:22,43: KOEPFER 160/2,15.0265,11.9899645,11.99,0.7979236681862044,0.8234632496059738,NORMALE,NORMALE,NORMALE,0.9956584659913169,0.99597704
25020601,24044,1207000121.0,2025-10-09 15:08:00,43: KOEPFER 160/2,4.999666666666667,4.611297,4.61,0.9220614707647176,0.9445713079047745,NORMALE,NORMALE,NORMALE,0.9505409582689335,0.9533568
25023475,14019,1204600131.0,2025-10-10 14:36:57,43: KOEPFER 160/2,0.7916666666666666,0.8386674,0.84,1.0610526315789477,0.9878812291093076,NORMALE,NORMALE,NORMALE,0.9145355673133448,0.93340975
25023474,14019,1204600121.0,2025-10-10 15:30:22,43: KOEPFER 160/2,0.4108333333333333,0.3203221,0.32,0.7789046653144016,0.867739296067744,NORMALE,NORMALE,NORMALE,1.0,1.0
24016491,22048,1205044131.0,2025-10-10 22:35:20,43: KOEPFER 160/2,0.7678333333333334,1.4695581,1.47,1.914477968309095,1.8815314091103768,ANOMALIA,ANOMALIA,ANOMALIA,0.3264597505668934,0.32492658
25023497,14019,1203004161.0,2025-10-13 13:04:59,43: KOEPFER 160/2,0.7921666666666666,0.789969,0.79,0.9972648853355776,0.9981998264339701,NORMALE,NORMALE,NORMALE,0.9107142857142857,0.8910229
25018201,24044,1207100181.0,2025-10-13 23:06:27,43: KOEPFER 160/2,8.705666666666668,7.059135,7.06,0.8109660374468736,0.843012316409975,NORMALE,NORMALE,NORMALE,0.9949044585987261,1.0
25011773,20044,1203004101.0,2025-10-14 09:52:16,43: KOEPFER 160/2,2.695,2.2210612,2.22,0.8237476808905382,0.8472212998509511,NORMALE,NORMALE,NORMALE,0.9816176470588236,0.984744
25018202,24044,1207100091.0,2025-10-14 22:32:55,43: KOEPFER 160/2,12.7715,10.490578,10.49,0.8213600595074972,0.8722575023857325,NORMALE,NORMALE,NORMALE,0.9873873873873873,0.99355435
25018142,24044,1204280161.0,2025-10-15 15:27:39,43: KOEPFER 160/2,3.69,4.560307,4.56,1.235772357723577,1.1993416273809954,NORMALE,ANOMALIA,NORMALE,0.6756364279220124,0.67841166
25015756,24044,1207900111.0,2025-10-16 13:08:26,43: KOEPFER 160/2,5.696833333333332,5.4005184,5.4,0.9478950294022996,0.9472673844427402,NORMALE,NORMALE,NORMALE,0.9704142011834319,0.9654923
25019920,14019,1204240131.0,2025-10-16 18:13:11,43: KOEPFER 160/2,1.892,2.9506419,2.95,1.5591966173361524,1.5830159221027489,ANOMALIA,ANOMALIA,ANOMALIA,0.42960667204735,0.4147545
25020516,14019,1083000291.0,2025-10-20 14:45:48,43: KOEPFER 160/2,2.5500000000000003,4.230251,4.23,1.6588235294117648,1.6440969715800886,ANOMALIA,ANOMALIA,ANOMALIA,0.39774804416173143,0.39921722
25023795,16019,1204320106.0,2025-10-21 00:23:15,43: KOEPFER 160/2,9.905333333333331,8.828921,8.83,0.8914389554448782,1.0415297214427903,NORMALE,NORMALE,NORMALE,0.9415584415584415,0.9328971
25024811,16017,1204440096.0,2025-10-21 15:46:14,43: KOEPFER 160/2,8.4255,7.450588,7.45,0.8842205210373272,0.9401918982906579,NORMALE,NORMALE,NORMALE,0.9486552567237164,0.9471384
25013236,22044,1204600161.0,2025-10-27 22:59:34,43: KOEPFER 160/2,1.9381666666666664,3.7702851,3.77,1.945137157107232,1.8961094626033679,ANOMALIA,ANOMALIA,ANOMALIA,0.27359418634171107,0.27073804
25003499,20044,1200400111.0,2025-10-28 18:32:59,43: KOEPFER 160/2,8.75,8.550308,8.55,0.9771428571428572,1.0468712169959473,NORMALE,NORMALE,NORMALE,0.8868133333333333,0.87791204
25007189,16019,1203063111.0,2025-10-29 22:43:23,43: KOEPFER 160/2,27.9905,27.21012,27.21,0.9721155392008004,0.9525231428442563,NORMALE,NORMALE,NORMALE,0.9918505942275043,0.996513
25019258,20044,1203002141.0,2025-10-30 10:09:52,43: KOEPFER 160/2,3.3925000000000005,4.268583,4.27,1.258658806190125,1.312998877931275,NORMALE,NORMALE,ANOMALIA,0.6607847495611764,0.66340834
25018845,16019,1089910881.0,2025-10-30 18:21:04,43: KOEPFER 160/2,3.1844999999999994,2.7408044,2.74,0.860417647982415,0.8614208002270551,NORMALE,NORMALE,NORMALE,0.9787234042553191,0.9714004
25022426,14019,1204840101.0,2025-10-30 22:35:14,43: KOEPFER 160/2,3.451666666666666,2.9603627,2.96,0.8575567358763884,0.8699624191600119,NORMALE,NORMALE,NORMALE,0.9796437659033078,0.98461527
25015760,16019,1089910901.0,2025-10-31 18:08:34,43: KOEPFER 160/2,9.514333333333331,12.009479,12.01,1.262305994464492,1.246461914721158,NORMALE,ATTENZIONE,ANOMALIA,0.6421767464757046,0.63461673
25023489,16017,1207600091.0,2025-10-31 21:42:57,43: KOEPFER 160/2,2.494166666666666,2.090918,2.09,0.8379552288673571,0.8649670438361781,NORMALE,NORMALE,NORMALE,0.9898305084745763,0.99755645
25019061,16019,1202602111.0,2025-11-03 13:28:08,43: KOEPFER 160/2,3.3495000000000004,4.0195217,4.02,1.2001791312136136,1.19942729227833,NORMALE,ATTENZIONE,ANOMALIA,0.6931436567164181,0.68024874
25010504,20044,1203002111.0,2025-11-04 00:12:22,43: KOEPFER 160/2,6.69,5.9309134,5.93,0.8863976083707025,0.9137159268532236,NORMALE,NORMALE,NORMALE,0.9627071823204421,0.9594906
25003727,20044,1203000091.0,2025-11-04 11:31:09,43: KOEPFER 160/2,3.4200000000000004,3.3407187,3.34,0.9766081871345028,1.0123548241878673,NORMALE,NORMALE,NORMALE,0.8317213080433781,0.8382034
25022059,22044,1203021101.0,2025-11-04 16:50:10,43: KOEPFER 160/2,5.776,5.0797973,5.08,0.8795013850415513,0.8940046169617739,NORMALE,NORMALE,NORMALE,0.9802538787023978,0.9784541
25015743,22044,1204120171.0,2025-11-05 13:45:22,43: KOEPFER 160/2,11.614166666666668,12.849124,12.85,1.106407404749946,1.101586487793272,NORMALE,NORMALE,NORMALE,0.8266944233951192,0.84740937
25022993,14019,1203002101.0,2025-11-05 17:45:13,43: KOEPFER 160/2,1.86,2.2191284,2.22,1.1935483870967742,1.195046633054863,ANOMALIA,ATTENZIONE,ANOMALIA,0.7132943754565376,0.7162705
25025147,16017,1200200121.0,2025-11-05 19:00:10,43: KOEPFER 160/2,0.3603333333333333,0.45987692,0.46,1.2765957446808511,1.215842819737989,NORMALE,ANOMALIA,ANOMALIA,0.6130434782608695,0.60924613
25027061,14019,1203000091.0,2025-11-05 20:26:09,43: KOEPFER 160/2,0.403,0.6003817,0.6,1.4888337468982629,1.4078622193855075,ANOMALIA,ANOMALIA,ANOMALIA,0.5172605363984675,0.5241926
25020801,14019,1203002111.0,2025-11-05 22:12:05,43: KOEPFER 160/2,1.241,1.1491936,1.15,0.9266720386784848,1.11990967852085,ANOMALIA,ANOMALIA,ANOMALIA,0.9136690647482015,0.8805641
25022155,14019,1203004101.0,2025-11-05 23:36:22,43: KOEPFER 160/2,0.707,0.7229378,0.7,0.99009900990099,1.0930617284585424,ANOMALIA,ANOMALIA,ANOMALIA,0.8854166666666666,0.8149863
25024811,24044,1204440096.0,2025-11-07 08:54:48,43: KOEPFER 160/2,13.564166666666663,19.580173,16.93,1.24814154942557,1.3052202339295733,ANOMALIA,ATTENZIONE,ANOMALIA,0.6526582269102251,0.6493225
25025027,22044,1201300211.0,2025-11-07 15:04:04,43: KOEPFER 160/2,6.586666666666667,6.3280826,5.56,0.8441295546558704,0.8664301627357037,NORMALE,NORMALE,NORMALE,0.993006993006993,0.99686784
25023636,14019,1083000951.0,2025-11-07 21:22:38,43: KOEPFER 160/2,1.9016666666666664,2.4612002,2.56,1.346187554776512,1.6114006685571431,ANOMALIA,ANOMALIA,ANOMALIA,0.5542271931966145,0.5318324
25019997,22044,1089930581.0,2025-11-10 20:48:56,43: KOEPFER 160/2,13.974,10.472436,12.06,0.8630313439244311,0.9465336400389642,NORMALE,NORMALE,NORMALE,0.9745762711864406,0.957089
25002670,22044,1200400191.0,2025-11-11 07:27:48,43: KOEPFER 160/2,3.1026666666666665,3.1437001,3.66,1.1796304254404817,1.181140676783286,NORMALE,ATTENZIONE,ANOMALIA,0.7201449981063679,0.7077863
25008483,22044,1200710111.0,2025-11-11 15:50:19,43: KOEPFER 160/2,5.5945,6.7673497,6.59,1.17794262221825,1.1948970987705827,ANOMALIA,ATTENZIONE,ANOMALIA,0.7413104845437932,0.7464437
25023570,26044,1089910831.0,2025-11-12 19:02:21,43: KOEPFER 160/2,3.717,5.0807147,4.6,1.2375571697605594,1.2629761709236158,NORMALE,ATTENZIONE,NORMALE,0.685782986767486,0.7134104
25011772,24044,1207900231.0,2025-11-13 08:42:54,43: KOEPFER 160/2,8.551333333333334,6.10808,8.68,1.0150463865284165,0.9261066260601288,NORMALE,NORMALE,NORMALE,0.974875374533476,1.0
25019819,22044,1203070111.0,2025-11-13 17:50:51,43: KOEPFER 160/2,4.720000000000001,7.3830705,7.04,1.4915254237288134,1.2551123230174361,ANOMALIA,ANOMALIA,ANOMALIA,0.47224897473027955,0.5445013
25019656,26044,1205042111.0,2025-11-17 08:41:50,43: KOEPFER 160/2,5.895,15.252589,11.74,1.9915182357930448,1.5133080707263764,ANOMALIA,ANOMALIA,ANOMALIA,0.2674253502749983,0.3378015
25019410,26044,1201901001.0,2025-11-19 13:10:06,43: KOEPFER 160/2,37.392,27.795532,41.66,1.1141420624732563,1.2646039634512771,NORMALE,ATTENZIONE,NORMALE,0.8105893944445539,0.8553054
25014485,28044,1202600171.0,2025-11-20 20:31:24,43: KOEPFER 160/2,27.434666666666665,9.097243,28.75,1.047944206842924,1.132159163906648,NORMALE,NORMALE,NORMALE,0.9121558741905641,0.9529557
25021404,22044,1201901031.0,2025-11-21 22:28:21,43: KOEPFER 160/2,15.9005,12.529276,14.5,0.911921008773309,1.1100242696453286,NORMALE,NORMALE,NORMALE,0.9383313180169287,0.9184213
25000125,18017,1089995351.0,2025-11-24 20:55:21,43: KOEPFER 160/2,1.01,2.067513,2.01,1.9900990099009896,1.5711430054423763,ANOMALIA,ANOMALIA,ANOMALIA,0.31645209069158037,0.3325201
25023593,16019,1089930271.0,2025-11-25 11:57:37,43: KOEPFER 160/2,5.148000000000001,6.2546186,6.35,1.2334887334887332,1.1326217454918792,NORMALE,ATTENZIONE,NORMALE,0.6849272654477514,0.71110183
25021196,22044,1089930891.0,2025-11-25 16:48:09,43: KOEPFER 160/2,1.3071666666666666,3.3635178,2.76,2.1114369501466275,1.6121450533027086,ANOMALIA,ATTENZIONE,ANOMALIA,0.31464441872427984,0.32503903
25019918,24044,1089959451.0,2025-11-25 19:13:23,43: KOEPFER 160/2,0.7146666666666667,1.6494534,0.88,1.2313432835820894,1.0130932261815209,NORMALE,NORMALE,NORMALE,0.6961038961038962,0.70610243
25023913,24044,1089959451.0,2025-11-25 19:37:15,43: KOEPFER 160/2,0.371,1.9550222,0.33,0.8894878706199462,1.0609573417531488,NORMALE,NORMALE,NORMALE,0.7037037037037037,0.42232373
25019993,24044,1089945001.0,2025-11-25 21:21:21,43: KOEPFER 160/2,1.034,1.8660377,1.56,1.5087040618955512,1.7147475457001853,ANOMALIA,NORMALE,ANOMALIA,0.4978651815755889,0.48926196
25016233,22044,1089930631.0,2025-11-26 15:05:19,43: KOEPFER 160/2,8.576,7.8097863,8.79,1.0249533582089552,0.944156625485459,NORMALE,NORMALE,NORMALE,0.9573986693440619,0.97594315
25019061,26044,1202602111.0,2025-11-27 17:25:29,43: KOEPFER 160/2,13.871,10.639904,15.84,1.1419508326724823,1.252222062631013,NORMALE,ATTENZIONE,NORMALE,0.7788411333970072,0.814504
25023601,20044,1089930571.0,2025-11-28 14:15:44,43: KOEPFER 160/2,12.926333333333334,10.980883,14.18,1.0969854818329507,1.0883977346632725,NORMALE,ATTENZIONE,NORMALE,0.8445119700014122,0.9068162
25023795,24044,1204320106.0,2025-12-02 14:31:02,43: KOEPFER 160/2,25.428,22.548569,26.35,1.0362592417807142,1.0466443826575818,NORMALE,NORMALE,NORMALE,0.9346806180536731,0.95394796
25025056,16020,1089930261.0,2025-12-02 21:08:23,43: KOEPFER 160/2,4.212666666666667,6.0391183,3.8,0.902041462256686,0.9931749044663172,NORMALE,NORMALE,NORMALE,0.936768149882904,0.92444915
25023476,16017,1204640161.0,2025-12-03 11:03:27,43: KOEPFER 160/2,1.5358333333333332,1.2058039,1.52,0.9896907216494848,0.9971868275420985,NORMALE,NORMALE,NORMALE,0.933609958506224,0.901289
25023783,14019,1089930591.0,2025-12-03 17:31:19,43: KOEPFER 160/2,5.5760000000000005,7.071867,5.85,1.0491391678622668,1.1529038489501628,NORMALE,ATTENZIONE,NORMALE,0.8805404965404966,0.88146585
25030211,14019,1089942721.0,2025-12-03 21:36:39,43: KOEPFER 160/2,0.56,0.74051064,0.64,1.1428571428571428,1.0033730108240204,NORMALE,ANOMALIA,NORMALE,0.7590361445783133,0.73622584
25023497,20044,1203004161.0,2025-12-04 14:09:56,43: KOEPFER 160/2,6.963,5.9337754,5.66,0.8128680166594858,0.8897735887449018,NORMALE,NORMALE,NORMALE,0.9908256880733946,1.0
25023353,22044,1204480121.0,2025-12-05 11:43:12,43: KOEPFER 160/2,3.852,11.062806,7.26,1.884735202492212,1.3876863675066256,ANOMALIA,ANOMALIA,ANOMALIA,0.32266576974822214,0.30742776
25023796,16019,1204320126.0,2025-12-09 13:09:59,43: KOEPFER 160/2,3.4125,3.274683,3.28,0.9611721611721612,1.0381577378177425,NORMALE,NORMALE,NORMALE,0.9250535331905783,0.90925395
25022336,16017,1089995931.0,2025-12-09 16:47:44,43: KOEPFER 160/2,2.1546666666666665,2.5600917,2.89,1.3412747524752475,1.2447066731013143,NORMALE,ATTENZIONE,ANOMALIA,0.607071267363404,0.63243234
25022993,20044,1203002101.0,2025-12-10 16:03:01,43: KOEPFER 160/2,5.617500000000001,7.7293262,6.6,1.1748998664886514,1.2256087223720267,NORMALE,ATTENZIONE,ANOMALIA,0.7158782593375618,0.69990015
25018200,24044,1207300111.0,2025-12-16 15:30:59,43: KOEPFER 160/2,1.526,6.18421,3.36,2.201834862385321,1.3615517061011804,ANOMALIA,ANOMALIA,ANOMALIA,0.24720464135021095,0.36639312
25017478,24044,1083003451.0,2025-12-17 13:34:12,43: KOEPFER 160/2,3.756333333333333,5.7107005,4.66,1.2405714792794391,1.1906550946189436,NORMALE,ATTENZIONE,ANOMALIA,0.6782275283205617,0.6890497
25023636,24044,1083000951.0,2025-12-18 16:42:57,43: KOEPFER 160/2,16.141666666666666,19.766129,17.93,1.11078988125968,1.2170963364087044,NORMALE,ATTENZIONE,NORMALE,0.8180826671624217,0.87259984
25023604,16019,1089930641.0,2025-12-19 00:07:12,43: KOEPFER 160/2,5.608666666666666,4.440062,5.8,1.0341138713895164,1.1920027628302927,NORMALE,ATTENZIONE,NORMALE,0.8939484035759898,0.89453447
25022155,20044,1203004101.0,2025-12-19 19:59:09,43: KOEPFER 160/2,3.0900000000000003,4.036675,4.98,1.6116504854368932,1.3515933328602343,ANOMALIA,ATTENZIONE,ANOMALIA,0.4036144578313253,0.40317413
25024944,16019,1089930281.0,2025-12-22 15:03:08,43: KOEPFER 160/2,5.218666666666667,3.6843781,5.36,1.027082268778743,0.9223497883068751,NORMALE,NORMALE,NORMALE,0.9533802985074626,0.9727233
25023488,16017,1207000121.0,2025-12-22 20:25:46,43: KOEPFER 160/2,0.5445000000000001,0.539181,0.53,0.9733700642791552,0.9633063412816268,NORMALE,NORMALE,NORMALE,0.8873239436619719,0.82885814
25029069,22044,1200400271.0,2026-01-07 11:50:15,43: KOEPFER 160/2,1.7680000000000002,2.1652808,1.47,0.8314479638009048,1.046155765617985,NORMALE,NORMALE,NORMALE,0.990990990990991,0.96866417
25025243,24044,1083003601.0,2026-01-07 19:58:34,43: KOEPFER 160/2,3.441666666666667,5.336943,5.16,1.499273607748184,1.3866439398032586,NORMALE,ATTENZIONE,NORMALE,0.4751743563186481,0.48854655
25016448,22044,1204120101.0,2026-01-08 15:09:53,43: KOEPFER 160/2,5.9295,6.4867263,5.03,0.8483008685386627,1.050152561464437,NORMALE,NORMALE,NORMALE,0.9832214765100672,0.9567574
25023600,20044,1089930561.0,2026-01-12 23:39:03,43: KOEPFER 160/2,8.510333333333334,29.27724,12.59,1.4793780110453958,1.2641498250318635,NORMALE,ATTENZIONE,NORMALE,0.4824177708826241,0.4817498
25019997,22044,1089930581.0,2026-01-14 08:29:55,43: KOEPFER 160/2,7.516666666666666,8.052508,8.14,1.082926829268293,1.1199716924782077,NORMALE,NORMALE,NORMALE,0.8649663612109962,0.8422574
25023290,20044,1201600151.0,2026-01-14 14:43:06,43: KOEPFER 160/2,6.604,5.7563767,5.54,0.838885523924894,1.0520330254606742,NORMALE,NORMALE,NORMALE,0.9893190921228304,0.9750503
25024944,20044,1089930281.0,2026-01-16 18:28:32,43: KOEPFER 160/2,9.438,11.161413,7.8,0.8264462809917357,1.02717062364112,NORMALE,NORMALE,NORMALE,0.9922480620155039,0.9757941
25019623,16019,1200300161.0,2026-01-19 08:02:54,43: KOEPFER 160/2,2.476,2.7100544,3.18,1.284329563812601,1.5862021954245171,ANOMALIA,NORMALE,ANOMALIA,0.6386910947042201,0.6499495
25023322,14017,1204000111.0,2026-01-19 13:15:24,43: KOEPFER 160/2,3.61,3.4054847,3.56,0.9861495844875346,1.342001649910972,NORMALE,NORMALE,ANOMALIA,0.8971553610503283,0.7682356
25023499,14019,1203002111.0,2026-01-19 15:43:46,43: KOEPFER 160/2,1.7325,1.5113071,1.89,1.0909090909090908,1.217721869667225,NORMALE,ATTENZIONE,NORMALE,0.8100775193798451,0.7472663
25030211,20044,1089942721.0,2026-01-19 21:07:51,43: KOEPFER 160/2,1.014,1.8316617,1.26,1.242603550295858,1.1942760441532425,NORMALE,NORMALE,ANOMALIA,0.6545396825396825,0.6028325
25023566,18019,1202600141.0,2026-01-19 23:30:40,43: KOEPFER 160/2,1.0513333333333332,0.9234902,1.18,1.122384273937857,1.185332701407628,NORMALE,ANOMALIA,NORMALE,0.7697413428648294,0.73440516
25031889,14017,1200100191.0,2026-01-20 00:18:22,43: KOEPFER 160/2,0.352,0.3883914,0.44,1.25,1.1918197542086313,NORMALE,ANOMALIA,ANOMALIA,0.6567164179104479,0.6154325
25023599,22044,1089930531.0,2026-01-21 00:28:08,43: KOEPFER 160/2,18.468,13.77538,15.88,0.8598657136668832,1.03465797602621,NORMALE,NORMALE,NORMALE,0.9952802359882007,0.9873394
25023783,22044,1089930591.0,2026-01-21 15:42:44,43: KOEPFER 160/2,6.265333333333333,7.0292544,6.31,1.007129176420515,1.1334348775859104,NORMALE,NORMALE,NORMALE,0.874122279544271,0.7976696
25023942,20044,1089930521.0,2026-01-22 09:25:26,43: KOEPFER 160/2,13.7865,16.193195,14.27,1.035070540021035,1.0798815829411306,NORMALE,NORMALE,NORMALE,0.935827950915831,0.93583995
25030177,24044,1083003421.0,2026-01-26 11:23:19,43: KOEPFER 160/2,14.272666666666666,16.631157,15.83,1.109112989864076,1.2185561952798007,NORMALE,NORMALE,ANOMALIA,0.8206013780039717,0.82041514
25021404,22044,1201901031.0,2026-01-26 19:24:45,43: KOEPFER 160/2,5.4896666666666665,6.893904,4.77,0.8689052158601007,1.0644209843783612,NORMALE,NORMALE,NORMALE,0.9559859154929577,0.89979583
25029089,14019,1083003421.0,2026-01-27 22:01:56,43: KOEPFER 160/2,4.3555,17.11124,9.2,2.112271840202044,1.7309919646753853,ANOMALIA,ANOMALIA,ANOMALIA,0.2528934379245923,0.3175004
25023355,22044,1204480181.0,2026-01-30 13:16:38,43: KOEPFER 160/2,9.115333333333332,19.604546,16.09,1.7651576098881008,1.4282988110823474,ANOMALIA,ANOMALIA,ANOMALIA,0.3345961033315854,0.31815007
25015895,26044,1202602101.0,2026-02-02 15:56:24,43: KOEPFER 160/2,2.895,4.337526,4.34,1.4991364421416236,1.3859601855547214,ANOMALIA,ATTENZIONE,ANOMALIA,0.5080889389870591,0.55572355
25023602,22044,1089930611.0,2026-02-04 07:15:09,43: KOEPFER 160/2,15.471166666666669,11.87863,15.54,1.0044491365658696,1.0423733818592735,NORMALE,NORMALE,NORMALE,0.9921057077959633,0.9866477
25001684,24044,1089990331.0,2026-02-09 10:58:59,43: KOEPFER 160/2,44.833,54.05406,54.3,1.2111614212745077,1.3302130181467817,NORMALE,ATTENZIONE,ANOMALIA,0.6772456584839925,0.6703646
